Property Sub Type,Close$/SqFt,Close_Year,Close_Month,close_month_index,Close Date
Condominium,1.47,2020,10,34,10/16/20
Condominium,1.3,2020,10,34,10/26/20
Duplex,1.1,2020,10,34,10/2/20
Townhouse,1.34,2020,10,34,10/30/20
Condominium,1.4,2020,10,34,10/23/20
Townhouse,1.2,2020,10,34,10/23/20
Single Family Resi,1.51,2020,10,34,10/19/20
Single Family Resi,1.9,2020,10,34,10/1/20
Single Family Resi,1.33,2020,10,34,10/2/20
See Remarks,2.83,2020,10,34,10/2/20
Apartment,2.0,2020,10,34,10/25/20
Apartment,2.38,2020,10,34,10/8/20
Apartment,2.44,2020,10,34,10/8/20
Apartment,0.23,2020,10,34,10/27/20
Condominium,1.5,2020,10,34,10/14/20
Apartment,1.96,2020,10,34,10/27/20
Quadruplex,1.62,2020,10,34,10/10/20
Apartment,1.99,2020,10,34,10/12/20
Condominium,2.01,2020,10,34,10/15/20
Condominium,1.71,2020,10,34,10/19/20
Quadruplex,1.68,2020,10,34,10/13/20
Quadruplex,0.3,2020,10,34,10/8/20
Duplex,1.67,2020,10,34,10/2/20
Condominium,1.56,2020,10,34,10/29/20
Quadruplex,1.55,2020,10,34,10/1/20
Single Family Resi,1.67,2020,10,34,10/21/20
Condominium,1.65,2020,10,34,10/8/20
Apartment,2.61,2020,10,34,10/11/20
Apartment,2.68,2020,10,34,10/11/20
Apartment,2.68,2020,10,34,10/11/20
Condominium,2.37,2020,10,34,10/6/20
Quadruplex,1.73,2020,10,34,10/29/20
Condominium,2.11,2020,10,34,10/2/20
Single Family Resi,2.12,2020,10,34,10/17/20
Condominium,1.96,2020,10,34,10/14/20
Duplex,1.13,2020,10,34,10/3/20
Duplex,0.89,2020,10,34,10/24/20
Single Family Resi,1.77,2020,10,34,10/3/20
Apartment,1.88,2020,10,34,10/17/20
See Remarks,2.73,2020,10,34,10/1/20
Single Family Resi,2.91,2020,10,34,10/1/20
Condominium,1.62,2020,10,34,10/23/20
Condominium,2.2,2020,10,34,10/1/20
Single Family Resi,1.33,2020,10,34,10/1/20
Single Family Resi,2.23,2020,10,34,10/20/20
Condominium,2.26,2020,10,34,10/17/20
Single Family Resi,1.95,2020,10,34,10/27/20
Condominium,1.98,2020,10,34,10/1/20
Single Family Resi,2.11,2020,10,34,10/19/20
Single Family Resi,2.46,2020,10,34,10/13/20
Single Family Resi,1.79,2020,10,34,10/25/20
Single Family Resi,2.09,2020,10,34,10/1/20
Apartment,2.63,2020,10,34,10/30/20
Condominium,2.9,2020,10,34,10/15/20
Single Family Resi,2.41,2020,10,34,10/15/20
Quadruplex,1.15,2020,10,34,10/30/20
Condominium,1.27,2020,10,34,10/26/20
Duplex,1.34,2020,10,34,10/15/20
Duplex,1.3,2020,10,34,10/16/20
Condominium,1.3,2020,10,34,10/5/20
Duplex,0.67,2020,10,34,10/16/20
Quadruplex,1.4,2020,10,34,10/26/20
Duplex,0.75,2020,10,34,10/15/20
Duplex,0.8,2020,10,34,10/15/20
Single Family Resi,1.24,2020,10,34,10/19/20
Single Family Resi,1.51,2020,10,34,10/30/20
Duplex,1.57,2020,10,34,10/1/20
Single Family Resi,1.11,2020,10,34,10/30/20
Single Family Resi,1.64,2020,10,34,10/19/20
Single Family Resi,1.18,2020,10,34,10/2/20
Condominium,1.13,2020,10,34,10/2/20
Single Family Resi,0.91,2020,10,34,10/1/20
Single Family Resi,1.07,2020,10,34,10/16/20
Single Family Resi,1.33,2020,10,34,10/15/20
Single Family Resi,1.13,2020,10,34,10/7/20
Single Family Resi,0.97,2020,10,34,10/10/20
Single Family Resi,1.07,2020,10,34,10/23/20
Single Family Resi,1.38,2020,10,34,10/19/20
Single Family Resi,1.46,2020,10,34,10/26/20
Single Family Resi,1.0,2020,10,34,10/16/20
Single Family Resi,1.52,2020,10,34,10/1/20
Single Family Resi,1.24,2020,10,34,10/31/20
Single Family Resi,1.11,2020,10,34,10/1/20
Single Family Resi,1.16,2020,10,34,10/1/20
Single Family Resi,1.43,2020,10,34,10/9/20
Single Family Resi,1.5,2020,10,34,10/16/20
Single Family Resi,1.23,2020,10,34,10/6/20
Single Family Resi,1.06,2020,10,34,10/30/20
Condominium,1.08,2020,10,34,10/14/20
Condominium,1.07,2020,10,34,10/4/20
Single Family Resi,1.28,2020,10,34,10/26/20
Single Family Resi,1.37,2020,10,34,10/1/20
Single Family Resi,1.03,2020,10,34,10/17/20
Single Family Resi,1.31,2020,10,34,10/26/20
Condominium,1.33,2020,10,34,10/25/20
Quadruplex,1.63,2020,10,34,10/27/20
Apartment,1.19,2020,10,34,10/30/20
Quadruplex,1.09,2020,10,34,10/17/20
Single Family Resi,0.8,2020,10,34,10/23/20
Condominium,1.83,2020,10,34,10/15/20
Apartment,1.29,2020,10,34,10/12/20
Duplex,1.47,2020,10,34,10/16/20
Quadruplex,1.22,2020,10,34,10/27/20
Quadruplex,1.0,2020,10,34,10/23/20
Condominium,0.3,2020,10,34,10/28/20
Condominium,1.71,2020,10,34,10/2/20
Duplex,0.82,2020,10,34,10/30/20
Condominium,1.43,2020,10,34,10/3/20
Condominium,1.32,2020,10,34,10/22/20
Condominium,1.68,2020,10,34,10/1/20
Duplex,1.5,2020,10,34,10/30/20
Condominium,1.92,2020,10,34,10/10/20
Duplex,1.76,2020,10,34,10/9/20
Duplex,1.29,2020,10,34,10/30/20
Single Family Resi,2.22,2020,10,34,10/28/20
Single Family Resi,1.58,2020,10,34,10/25/20
Duplex,1.71,2020,10,34,10/24/20
Single Family Resi,1.67,2020,10,34,10/28/20
Single Family Resi,1.99,2020,10,34,10/3/20
Single Family Resi,2.38,2020,10,34,10/23/20
Single Family Resi,1.56,2020,10,34,10/21/20
Duplex,1.78,2020,10,34,10/23/20
Single Family Resi,1.62,2020,10,34,10/11/20
Single Family Resi,1.33,2020,10,34,10/9/20
Single Family Resi,1.89,2020,10,34,10/13/20
Single Family Resi,1.49,2020,10,34,10/6/20
Duplex,1.33,2020,10,34,10/19/20
Townhouse,1.56,2020,10,34,10/30/20
Single Family Resi,1.34,2020,10,34,10/22/20
Single Family Resi,2.37,2020,10,34,10/15/20
Single Family Resi,1.69,2020,10,34,10/9/20
Townhouse,1.63,2020,10,34,10/15/20
Single Family Resi,1.62,2020,10,34,10/12/20
Single Family Resi,1.57,2020,10,34,10/15/20
Single Family Resi,1.43,2020,10,34,10/23/20
Single Family Resi,2.0,2020,10,34,10/12/20
Townhouse,1.5,2020,10,34,10/16/20
Single Family Resi,1.75,2020,10,34,10/16/20
Single Family Resi,1.89,2020,10,34,10/28/20
Single Family Resi,1.92,2020,10,34,10/4/20
Condominium,1.52,2020,10,34,10/15/20
Condominium,1.61,2020,10,34,10/6/20
Duplex,0.69,2020,10,34,10/5/20
Condominium,1.55,2020,10,34,10/26/20
Quadruplex,1.14,2020,10,34,10/9/20
Condominium,1.32,2020,10,34,10/1/20
Duplex,1.41,2020,10,34,10/1/20
Duplex,0.45,2020,10,34,10/6/20
Condominium,1.54,2020,10,34,10/1/20
Duplex,0.77,2020,10,34,10/4/20
Duplex,0.79,2020,10,34,10/1/20
Duplex,0.64,2020,10,34,10/16/20
Duplex,1.33,2020,10,34,10/13/20
Condominium,1.25,2020,10,34,10/15/20
Condominium,1.31,2020,10,34,10/27/20
Duplex,0.6,2020,10,34,10/15/20
Condominium,1.37,2020,10,34,10/16/20
Duplex,0.82,2020,10,34,10/1/20
Duplex,0.74,2020,10,34,10/9/20
Duplex,1.32,2020,10,34,10/31/20
Duplex,0.73,2020,10,34,10/23/20
Duplex,1.51,2020,10,34,10/1/20
Duplex,1.42,2020,10,34,10/24/20
Condominium,1.35,2020,10,34,10/20/20
Condominium,1.49,2020,10,34,10/6/20
Single Family Resi,1.56,2020,10,34,10/9/20
Single Family Resi,1.63,2020,10,34,10/21/20
Single Family Resi,1.41,2020,10,34,10/22/20
Single Family Resi,1.21,2020,10,34,10/10/20
Single Family Resi,1.29,2020,10,34,10/26/20
Single Family Resi,1.4,2020,10,34,10/1/20
Single Family Resi,1.12,2020,10,34,10/1/20
Single Family Resi,1.14,2020,10,34,10/23/20
Single Family Resi,1.43,2020,10,34,10/16/20
Single Family Resi,1.02,2020,10,34,10/1/20
Single Family Resi,1.42,2020,10,34,10/1/20
Quadruplex,1.41,2020,10,34,10/29/20
Single Family Resi,1.1,2020,10,34,10/8/20
Single Family Resi,1.26,2020,10,34,10/12/20
Single Family Resi,1.21,2020,10,34,10/27/20
Single Family Resi,1.12,2020,10,34,10/2/20
Single Family Resi,1.18,2020,10,34,10/29/20
Single Family Resi,0.94,2020,10,34,10/31/20
Single Family Resi,1.44,2020,10,34,10/1/20
Single Family Resi,1.18,2020,10,34,10/4/20
Single Family Resi,1.08,2020,10,34,10/30/20
Single Family Resi,1.37,2020,10,34,10/3/20
Single Family Resi,1.02,2020,10,34,10/27/20
Condominium,1.42,2020,10,34,10/15/20
Apartment,1.37,2020,10,34,10/1/20
Quadruplex,1.74,2020,10,34,10/18/20
Quadruplex,1.42,2020,10,34,10/10/20
Condominium,1.38,2020,10,34,10/14/20
Condominium,1.38,2020,10,34,10/14/20
Condominium,1.43,2020,10,34,10/18/20
Condominium,1.38,2020,10,34,10/12/20
Condominium,1.43,2020,10,34,10/12/20
Condominium,1.43,2020,10,34,10/14/20
Condominium,1.38,2020,10,34,10/12/20
Condominium,1.54,2020,10,34,10/7/20
Quadruplex,0.89,2020,10,34,10/9/20
Condominium,2.37,2020,10,34,10/1/20
Quadruplex,0.27,2020,10,34,10/9/20
See Remarks,3.24,2020,10,34,10/8/20
Duplex,1.76,2020,10,34,10/18/20
See Remarks,2.99,2020,10,34,10/1/20
Condominium,1.94,2020,10,34,10/15/20
Duplex,0.79,2020,10,34,10/10/20
Single Family Resi,2.1,2020,10,34,10/13/20
Single Family Resi,1.96,2020,10,34,10/21/20
Single Family Resi,1.21,2020,10,34,10/9/20
Duplex,1.75,2020,10,34,10/13/20
Single Family Resi,1.57,2020,10,34,10/30/20
Single Family Resi,2.5,2020,10,34,10/1/20
Single Family Resi,1.36,2020,10,34,10/15/20
Single Family Resi,2.6,2020,10,34,10/1/20
Single Family Resi,1.65,2020,10,34,10/16/20
Single Family Resi,1.14,2020,10,34,10/1/20
Single Family Resi,1.8,2020,10,34,10/12/20
Condominium,1.6,2020,10,34,10/8/20
Single Family Resi,1.82,2020,10,34,10/26/20
Single Family Resi,1.44,2020,10,34,10/13/20
Single Family Resi,1.46,2020,10,34,10/10/20
Single Family Resi,2.14,2020,10,34,10/7/20
Condominium,1.52,2020,10,34,10/6/20
Single Family Resi,2.02,2020,10,34,10/15/20
Single Family Resi,1.82,2020,10,34,10/6/20
Single Family Resi,1.54,2020,10,34,10/1/20
Single Family Resi,1.72,2020,10,34,10/1/20
Single Family Resi,1.51,2020,10,34,10/1/20
Single Family Resi,1.46,2020,10,34,10/6/20
Single Family Resi,1.39,2020,10,34,10/17/20
Townhouse,1.49,2020,10,34,10/1/20
Single Family Resi,1.47,2020,10,34,10/30/20
Single Family Resi,1.6,2020,10,34,10/30/20
Duplex,1.32,2020,10,34,10/29/20
Single Family Resi,1.39,2020,10,34,10/29/20
Single Family Resi,1.08,2020,10,34,10/21/20
Single Family Resi,1.33,2020,10,34,10/5/20
Single Family Resi,1.11,2020,10,34,10/15/20
Single Family Resi,1.31,2020,10,34,10/6/20
Single Family Resi,0.98,2020,10,34,10/7/20
Single Family Resi,1.01,2020,10,34,10/24/20
Single Family Resi,0.86,2020,10,34,10/29/20
Apartment,1.92,2020,10,34,10/19/20
Apartment,1.88,2020,10,34,10/29/20
Apartment,1.94,2020,10,34,10/29/20
Apartment,2.0,2020,10,34,10/29/20
Apartment,2.0,2020,10,34,10/29/20
Apartment,2.06,2020,10,34,10/21/20
Apartment,1.5,2020,10,34,10/30/20
Apartment,1.72,2020,10,34,10/16/20
Apartment,1.27,2020,10,34,10/16/20
Apartment,2.06,2020,10,34,10/29/20
Apartment,2.18,2020,10,34,10/19/20
Apartment,2.15,2020,10,34,10/27/20
Apartment,1.65,2020,10,34,10/21/20
Apartment,1.42,2020,10,34,10/16/20
Apartment,1.42,2020,10,34,10/27/20
Apartment,2.31,2020,10,34,10/29/20
Apartment,1.73,2020,10,34,10/15/20
Apartment,2.32,2020,10,34,10/29/20
Apartment,1.38,2020,10,34,10/15/20
See Remarks,2.09,2020,10,34,10/7/20
Duplex,0.98,2020,10,34,10/30/20
Quadruplex,0.42,2020,10,34,10/25/20
Condominium,1.4,2020,10,34,10/1/20
Triplex,1.5,2020,10,34,10/2/20
Duplex,2.06,2020,10,34,10/30/20
Apartment,1.28,2020,10,34,10/21/20
Apartment,1.49,2020,10,34,10/7/20
Apartment,1.49,2020,10,34,10/7/20
Apartment,1.31,2020,10,34,10/15/20
Duplex,1.11,2020,10,34,10/9/20
Single Family Resi,1.55,2020,10,34,10/15/20
See Remarks,0.71,2020,10,34,10/14/20
Apartment,1.43,2020,10,34,10/22/20
Triplex,1.74,2020,10,34,10/7/20
Apartment,1.88,2020,10,34,10/3/20
See Remarks,1.76,2020,10,34,10/20/20
Apartment,0.96,2020,10,34,10/20/20
Condominium,1.72,2020,10,34,10/30/20
Single Family Resi,1.05,2020,10,34,10/8/20
Single Family Resi,1.81,2020,10,34,10/7/20
Duplex,1.33,2020,10,34,10/17/20
See Remarks,0.62,2020,10,34,10/8/20
Duplex,1.51,2020,10,34,10/1/20
Duplex,1.58,2020,10,34,10/16/20
Single Family Resi,1.7,2020,10,34,10/16/20
Duplex,1.9,2020,10,34,10/3/20
Single Family Resi,2.1,2020,10,34,10/1/20
Single Family Resi,1.33,2020,10,34,10/31/20
Single Family Resi,1.77,2020,10,34,10/9/20
Single Family Resi,1.84,2020,10,34,10/29/20
Single Family Resi,2.7,2020,10,34,10/23/20
Single Family Resi,2.3,2020,10,34,10/5/20
Duplex,1.91,2020,10,34,10/24/20
Townhouse,1.33,2020,10,34,10/29/20
Single Family Resi,2.0,2020,10,34,10/10/20
Single Family Resi,1.89,2020,10,34,10/28/20
Single Family Resi,2.27,2020,10,34,10/15/20
Duplex,1.92,2020,10,34,10/10/20
Single Family Resi,2.14,2020,10,34,10/10/20
Condominium,1.78,2020,10,34,10/1/20
Single Family Resi,2.03,2020,10,34,10/19/20
Single Family Resi,1.97,2020,10,34,10/2/20
Condominium,1.63,2020,10,34,10/9/20
Single Family Resi,2.0,2020,10,34,10/30/20
Single Family Resi,1.72,2020,10,34,10/26/20
Single Family Resi,1.63,2020,10,34,10/1/20
Single Family Resi,1.55,2020,10,34,10/1/20
Single Family Resi,1.19,2020,10,34,10/1/20
Single Family Resi,1.88,2020,10,34,10/4/20
Single Family Resi,1.66,2020,10,34,10/5/20
Single Family Resi,1.93,2020,10,34,10/7/20
Single Family Resi,2.51,2020,10,34,10/15/20
See Remarks,2.19,2020,10,34,10/27/20
See Remarks,2.31,2020,10,34,10/27/20
Condominium,2.0,2020,10,34,10/9/20
Condominium,2.1,2020,10,34,10/10/20
Duplex,2.96,2020,10,34,10/27/20
Single Family Resi,2.08,2020,10,34,10/14/20
Condominium,1.73,2020,10,34,10/23/20
Single Family Resi,1.2,2020,10,34,10/23/20
Single Family Resi,1.46,2020,10,34,10/28/20
Duplex,3.44,2020,10,34,10/8/20
Single Family Resi,1.25,2020,10,34,10/20/20
Single Family Resi,1.54,2020,10,34,10/18/20
Single Family Resi,1.96,2020,10,34,10/23/20
Single Family Resi,1.09,2020,10,34,10/23/20
Single Family Resi,3.01,2020,10,34,10/1/20
Condominium,2.76,2020,10,34,10/17/20
Single Family Resi,1.83,2020,10,34,10/28/20
Condominium,2.37,2020,10,34,10/15/20
Condominium,1.68,2020,10,34,10/23/20
Condominium,3.14,2020,10,34,10/10/20
Single Family Resi,2.0,2020,10,34,10/9/20
Single Family Resi,2.05,2020,10,34,10/31/20
Duplex,1.54,2020,10,34,10/8/20
Single Family Resi,1.8,2020,10,34,10/1/20
Condominium,1.63,2020,10,34,10/1/20
Single Family Resi,1.9,2020,10,34,10/20/20
Condominium,2.18,2020,10,34,10/9/20
Single Family Resi,2.54,2020,10,34,10/9/20
Single Family Resi,2.08,2020,10,34,10/9/20
Single Family Resi,1.78,2020,10,34,10/18/20
Single Family Resi,2.62,2020,10,34,10/1/20
Condominium,2.39,2020,10,34,10/1/20
Single Family Resi,2.59,2020,10,34,10/28/20
Single Family Resi,2.33,2020,10,34,10/1/20
Single Family Resi,1.56,2020,10,34,10/1/20
Single Family Resi,1.77,2020,10,34,10/30/20
Single Family Resi,1.09,2020,10,34,10/16/20
Single Family Resi,2.77,2020,10,34,10/1/20
Single Family Resi,2.37,2020,10,34,10/2/20
Single Family Resi,2.43,2020,10,34,10/10/20
Single Family Resi,1.1,2020,10,34,10/23/20
Single Family Resi,1.14,2020,10,34,10/23/20
Single Family Resi,0.98,2020,10,34,10/16/20
Single Family Resi,1.02,2020,10,34,10/1/20
Single Family Resi,1.18,2020,10,34,10/12/20
Single Family Resi,0.93,2020,10,34,10/27/20
Single Family Resi,0.96,2020,10,34,10/23/20
Single Family Resi,0.92,2020,10,34,10/30/20
Single Family Resi,1.22,2020,10,34,10/30/20
Single Family Resi,1.11,2020,10,34,10/20/20
Single Family Resi,1.0,2020,10,34,10/10/20
Single Family Resi,1.25,2020,10,34,10/26/20
Single Family Resi,1.06,2020,10,34,10/9/20
Single Family Resi,0.92,2020,10,34,10/15/20
Single Family Resi,0.8,2020,10,34,10/24/20
Single Family Resi,0.86,2020,10,34,10/31/20
Townhouse,1.52,2020,10,34,10/30/20
See Remarks,2.13,2020,10,34,10/17/20
Quadruplex,0.37,2020,10,34,10/5/20
Single Family Resi,4.0,2020,10,34,10/15/20
Quadruplex,1.04,2020,10,34,10/1/20
Condominium,2.07,2020,10,34,10/8/20
Quadruplex,1.61,2020,10,34,10/16/20
Condominium,2.8,2020,10,34,10/22/20
Condominium,2.92,2020,10,34,10/1/20
Townhouse,1.46,2020,10,34,10/14/20
Quadruplex,0.31,2020,10,34,10/8/20
Quadruplex,0.32,2020,10,34,10/23/20
Duplex,1.41,2020,10,34,10/8/20
Duplex,1.54,2020,10,34,10/30/20
Duplex,0.76,2020,10,34,10/28/20
Condominium,1.94,2020,10,34,10/24/20
Condominium,1.74,2020,10,34,10/4/20
Apartment,1.71,2020,10,34,10/28/20
Condominium,2.53,2020,10,34,10/6/20
Duplex,0.57,2020,10,34,10/12/20
Condominium,1.3,2020,10,34,10/16/20
Apartment,1.5,2020,10,34,10/11/20
Apartment,1.5,2020,10,34,10/26/20
Duplex,0.67,2020,10,34,10/15/20
See Remarks,1.88,2020,10,34,10/1/20
See Remarks,2.91,2020,10,34,10/18/20
Single Family Resi,2.25,2020,10,34,10/8/20
Duplex,2.42,2020,10,34,10/1/20
Single Family Resi,1.58,2020,10,34,10/20/20
Duplex,0.84,2020,10,34,10/21/20
Single Family Resi,1.7,2020,10,34,10/30/20
Condominium,1.61,2020,10,34,10/11/20
Duplex,1.71,2020,10,34,10/15/20
Duplex,0.86,2020,10,34,10/14/20
Condominium,2.27,2020,10,34,10/15/20
Condominium,1.95,2020,10,34,10/6/20
Condominium,1.95,2020,10,34,10/10/20
Single Family Resi,2.02,2020,10,34,10/9/20
Condominium,1.9,2020,10,34,10/16/20
See Remarks,2.24,2020,10,34,10/1/20
Condominium,1.69,2020,10,34,10/24/20
Single Family Resi,2.47,2020,10,34,10/11/20
Condominium,2.16,2020,10,34,10/10/20
Condominium,1.69,2020,10,34,10/1/20
Single Family Resi,4.27,2020,10,34,10/1/20
Condominium,1.67,2020,10,34,10/18/20
Single Family Resi,1.8,2020,10,34,10/23/20
Single Family Resi,2.32,2020,10,34,10/3/20
Single Family Resi,2.42,2020,10,34,10/19/20
Condominium,1.59,2020,10,34,10/28/20
Single Family Resi,1.81,2020,10,34,10/22/20
Condominium,2.59,2020,10,34,10/8/20
Single Family Resi,2.94,2020,10,34,10/30/20
Single Family Resi,2.16,2020,10,34,10/15/20
Single Family Resi,2.07,2020,10,34,10/1/20
Single Family Resi,1.67,2020,10,34,10/1/20
Condominium,1.84,2020,10,34,10/16/20
Single Family Resi,2.78,2020,10,34,10/14/20
Duplex,2.12,2020,10,34,10/19/20
Single Family Resi,1.96,2020,10,34,10/1/20
Single Family Resi,2.06,2020,10,34,10/15/20
Condominium,1.47,2020,10,34,10/16/20
Condominium,1.87,2020,10,34,10/5/20
Condominium,2.15,2020,10,34,10/19/20
Condominium,2.19,2020,10,34,10/16/20
Single Family Resi,2.28,2020,10,34,10/1/20
Duplex,2.41,2020,10,34,10/16/20
Single Family Resi,2.75,2020,10,34,10/2/20
Single Family Resi,2.16,2020,10,34,10/1/20
Single Family Resi,1.73,2020,10,34,10/28/20
Single Family Resi,2.88,2020,10,34,10/1/20
Single Family Resi,2.91,2020,10,34,10/1/20
Single Family Resi,2.96,2020,10,34,10/2/20
Single Family Resi,3.8,2020,10,34,10/19/20
Quadruplex,1.25,2020,10,34,10/16/20
Apartment,2.2,2020,10,34,10/29/20
Apartment,3.0,2020,10,34,10/24/20
Quadruplex,1.68,2020,10,34,10/8/20
Apartment,2.32,2020,10,34,10/19/20
Apartment,2.15,2020,10,34,10/8/20
Duplex,1.68,2020,10,34,10/1/20
Duplex,1.8,2020,10,34,10/24/20
Condominium,1.85,2020,10,34,10/8/20
See Remarks,2.59,2020,10,34,10/1/20
Condominium,3.22,2020,10,34,10/10/20
Duplex,1.04,2020,10,34,10/3/20
Condominium,1.48,2020,10,34,10/20/20
Condominium,1.51,2020,10,34,10/17/20
Condominium,1.51,2020,10,34,10/8/20
Single Family Resi,1.68,2020,10,34,10/20/20
Condominium,1.51,2020,10,34,10/10/20
Condominium,2.01,2020,10,34,10/20/20
Condominium,2.15,2020,10,34,10/23/20
Single Family Resi,1.39,2020,10,34,10/27/20
Condominium,2.22,2020,10,34,10/23/20
Single Family Resi,1.76,2020,10,34,10/29/20
Condominium,1.75,2020,10,34,10/24/20
Condominium,2.3,2020,10,34,10/16/20
Single Family Resi,1.74,2020,10,34,10/10/20
Single Family Resi,3.34,2020,10,34,10/15/20
Single Family Resi,5.03,2020,10,34,10/9/20
Apartment,1.9,2020,10,34,10/13/20
Apartment,1.37,2020,10,34,10/26/20
Apartment,1.64,2020,10,34,10/23/20
Apartment,1.65,2020,10,34,10/24/20
Duplex,1.37,2020,10,34,10/11/20
Apartment,1.54,2020,10,34,10/25/20
Apartment,1.58,2020,10,34,10/26/20
Duplex,1.28,2020,10,34,10/16/20
Single Family Resi,1.87,2020,10,34,10/5/20
Single Family Resi,1.57,2020,10,34,10/16/20
Single Family Resi,1.76,2020,10,34,10/1/20
Condominium,1.62,2020,10,34,10/14/20
Single Family Resi,1.76,2020,10,34,10/21/20
Single Family Resi,1.46,2020,10,34,10/18/20
Condominium,1.99,2020,10,34,10/1/20
Townhouse,2.16,2020,10,34,10/5/20
Single Family Resi,2.23,2020,10,34,10/15/20
Manufactured Home,0.98,2020,10,34,10/3/20
Single Family Resi,1.56,2020,10,34,10/30/20
Single Family Resi,1.67,2020,10,34,10/1/20
Single Family Resi,1.94,2020,10,34,10/16/20
Quadruplex,1.55,2020,10,34,10/25/20
Condominium,2.05,2020,10,34,10/7/20
Condominium,2.09,2020,10,34,10/5/20
Duplex,0.63,2020,10,34,10/2/20
Quadruplex,2.0,2020,10,34,10/29/20
Duplex,1.19,2020,10,34,10/30/20
Duplex,0.78,2020,10,34,10/12/20
Condominium,1.14,2020,10,34,10/2/20
Single Family Resi,1.31,2020,10,34,10/7/20
Duplex,1.31,2020,10,34,10/30/20
Duplex,0.76,2020,10,34,10/12/20
Condominium,1.65,2020,10,34,10/16/20
Single Family Resi,1.13,2020,10,34,10/1/20
Single Family Resi,1.3,2020,10,34,10/19/20
Single Family Resi,1.6,2020,10,34,10/10/20
Duplex,1.51,2020,10,34,10/11/20
Condominium,1.42,2020,10,34,10/16/20
Single Family Resi,1.2,2020,10,34,10/2/20
Condominium,1.23,2020,10,34,10/4/20
Condominium,1.26,2020,10,34,10/9/20
Single Family Resi,1.33,2020,10,34,10/16/20
Condominium,1.95,2020,10,34,10/3/20
Condominium,1.69,2020,10,34,10/1/20
Townhouse,1.69,2020,10,34,10/29/20
Single Family Resi,1.89,2020,10,34,10/7/20
Apartment,0.19,2020,10,34,10/2/20
Quadruplex,1.01,2020,10,34,10/30/20
Apartment,0.23,2020,10,34,10/2/20
Condominium,1.33,2020,10,34,10/23/20
Duplex,0.72,2020,10,34,10/19/20
Quadruplex,1.24,2020,10,34,10/21/20
Duplex,0.63,2020,10,34,10/1/20
Duplex,0.73,2020,10,34,10/9/20
Quadruplex,1.18,2020,10,34,10/10/20
Duplex,0.59,2020,10,34,10/30/20
Duplex,1.3,2020,10,34,10/30/20
Condominium,1.83,2020,10,34,10/3/20
Single Family Resi,1.58,2020,10,34,10/24/20
Single Family Resi,1.43,2020,10,34,10/15/20
Duplex,1.31,2020,10,34,10/15/20
Single Family Resi,1.23,2020,10,34,10/6/20
Single Family Resi,1.11,2020,10,34,10/9/20
Single Family Resi,2.31,2020,10,34,10/14/20
Condominium,2.1,2020,10,34,10/31/20
Single Family Resi,2.49,2020,10,34,10/23/20
Single Family Resi,1.39,2020,10,34,10/9/20
Single Family Resi,1.37,2020,10,34,10/17/20
Single Family Resi,1.34,2020,10,34,10/20/20
Single Family Resi,1.94,2020,10,34,10/15/20
Single Family Resi,1.19,2020,10,34,10/15/20
Single Family Resi,1.65,2020,10,34,10/31/20
Duplex,0.92,2020,10,34,10/31/20
Single Family Resi,1.45,2020,10,34,10/1/20
Single Family Resi,1.49,2020,10,34,10/21/20
Single Family Resi,1.88,2020,10,34,10/21/20
Single Family Resi,1.18,2020,10,34,10/31/20
Single Family Resi,1.65,2020,10,34,10/17/20
Single Family Resi,1.64,2020,10,34,10/14/20
Single Family Resi,1.55,2020,10,34,10/1/20
Condominium,1.67,2020,10,34,10/24/20
Single Family Resi,1.28,2020,10,34,10/12/20
Single Family Resi,1.4,2020,10,34,10/25/20
Single Family Resi,1.35,2020,10,34,10/1/20
Single Family Resi,1.57,2020,10,34,10/20/20
Single Family Resi,2.0,2020,10,34,10/24/20
Townhouse,1.14,2020,10,34,10/13/20
Single Family Resi,1.32,2020,10,34,10/30/20
Single Family Resi,1.93,2020,10,34,10/12/20
Single Family Resi,2.93,2020,10,34,10/13/20
Single Family Resi,1.77,2020,10,34,10/6/20
Single Family Resi,2.01,2020,10,34,10/9/20
Single Family Resi,1.62,2020,10,34,10/10/20
Single Family Resi,1.13,2020,10,34,10/1/20
Condominium,1.81,2020,10,34,10/12/20
Condominium,1.76,2020,10,34,10/19/20
Condominium,1.76,2020,10,34,10/5/20
Quadruplex,0.29,2020,10,34,10/15/20
Quadruplex,1.15,2020,10,34,10/7/20
Quadruplex,1.19,2020,10,34,10/16/20
Quadruplex,1.22,2020,10,34,10/23/20
Quadruplex,0.32,2020,10,34,10/14/20
Quadruplex,1.35,2020,10,34,10/7/20
Duplex,0.66,2020,10,34,10/1/20
Duplex,1.47,2020,10,34,10/31/20
Duplex,0.8,2020,10,34,10/6/20
Duplex,0.57,2020,10,34,10/13/20
Duplex,0.68,2020,10,34,10/3/20
Duplex,1.48,2020,10,34,10/22/20
Duplex,0.62,2020,10,34,10/1/20
Duplex,1.35,2020,10,34,10/6/20
Duplex,1.42,2020,10,34,10/1/20
Duplex,0.6,2020,10,34,10/21/20
Duplex,1.59,2020,10,34,10/1/20
Duplex,0.68,2020,10,34,10/30/20
Duplex,1.52,2020,10,34,10/13/20
Duplex,1.11,2020,10,34,10/24/20
Single Family Resi,1.44,2020,10,34,10/17/20
Single Family Resi,1.21,2020,10,34,10/16/20
Single Family Resi,1.3,2020,10,34,10/15/20
